ACHID	DRUG_ID	CCLE Cell Line Name	Primary Cell Line Name	Compound	Target	Doses (uM)	Activity Data	Activity Error (SD)	FitType	EC50 (µM)	IC50 (µM)	Amax	ActArea
ACH-000906	1026	ES2_OVARY	ES-2	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-13,-5.4,-14,-3.1,-14,-58,-86,-86"	"3.92,7.20,5.83,7.06,14.5,7.17,.99,.44"	Sigmoid	0.676031291	0.69963789	-86.44496155	2.795
ACH-000913	1026	ESS1_ENDOMETRIUM	ESS-1	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-5.8,-1.1,-8.4,-27,-68,-76,-76,-78"	"4.97,1.02,4.57,26.8,.079,2.70,.68,.69"	Sigmoid	0.088794842	0.11770121	-76.72341919	3.403
ACH-000487	1026	F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	F-36P	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-14,-24,-4.7,-21,-28,-70,-78,-79"	"8.08,19.1,14.0,24.5,14.4,9.01,.20,.56"	Sigmoid	0.391811848	0.435421079	-78.7911377	3.187
ACH-000846	1026	FADU_UPPER_AERODIGESTIVE_TRACT	FaDu	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-18,-24,-62,-83,-85,-82,-85,-85"	"5.27,2.85,16.7,2.66,1.20,.57,.93,1.31"	Sigmoid	0.019789666	0.019284135	-84.39362335	5.24
ACH-000633	1026	FU97_STOMACH	FU97	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-26,-23,-10,-68,-76,-85,-83,-86"	"1.34,5.58,13.3,6.03,.17,.30,.48,.57"	Sigmoid	0.062063873	0.062858187	-82.85019684	4.57
ACH-000574	1026	FUOV1_OVARY	FU-OV-1	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-12,-7.1,.43,-13,-42,-63,-80,-82"	"5.81,6.53,3.46,10.4,3.60,7.07,3.26,.15"	Sigmoid	0.297369093	0.373221964	-81.47976685	2.991
ACH-000572	1026	G361_SKIN	G-361	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-8.0,-14,-13,-44,-59,-64,-65,-72"	"11.3,.81,.46,.18,6.02,.11,5.99,1.71"	Sigmoid	0.07529626	0.089309976	-65.57502747	3.39
ACH-000096	1026	G401_SOFT_TISSUE	G-401	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"3.27,-21,-.27,-49,-74,-91,-92,-94"	"2.94,9.09,2.98,1.26,.65,.22,.19,.19"	Sigmoid	0.070909321	0.085478991	-94.33609772	4.2127
ACH-000375	1026	G402_SOFT_TISSUE	G-402	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-13,-13,-23,-55,-79,-88,-95,-95"	"2.34,1.38,.012,7.19,1.65,.27,1.45,1.04"	Sigmoid	0.079352327	0.073431857	-93.81569672	4.61
ACH-000098	1026	GAMG_CENTRAL_NERVOUS_SYSTEM	GAMG	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-22,5.39,8.65,-38,-73,-88,-90,-85"	"2.34,22.9,5.38,7.15,4.06,1.87,.23,2.85"	Sigmoid	0.08195965	0.109149978	-86.96504974	3.96
ACH-000738	1026	GB1_CENTRAL_NERVOUS_SYSTEM	GB-1	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-9.5,10.1,-.41,-3.8,-3.8,-53,-92,-91"	"25.0,13.0,9.26,3.55,8.46,12.6,.15,.35"	Sigmoid	0.726430118	0.768663943	-92.33756256	2.5351
ACH-000047	1026	GCIY_STOMACH	GCIY	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-11,-9.9,-22,-16,-8.1,-51,-74,-83"	"1.48,1.37,2.22,1.27,2.38,8.13,3.45,1.83"	Sigmoid	0.75508374	0.793316543	-78.91131592	2.75
ACH-000835	1026	GCT_SOFT_TISSUE	GCT	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-6.2,-11,8.31,-3.6,-40,-75,-84,-86"	"6.80,8.38,9.68,12.9,5.97,6.99,.81,1.06"	Sigmoid	0.294174373	0.330548614	-84.94069672	3.058
ACH-000756	1026	GI1_CENTRAL_NERVOUS_SYSTEM	GI-1	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-3.2,-12,-13,-24,-60,-70,-78,-84"	"2.81,7.29,8.04,8.65,4.31,1.52,2.11,.87"	Sigmoid	0.15393959	0.198652357	-80.43789673	3.442
ACH-001071	1026	GLC82_LUNG	GLC-82	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-11,-17,-3.5,-84,-68,-68,-67,-72"	"13.2,10.8,6.93,.75,4.17,2.03,1.52,.19"	Sigmoid	0.045344491	0.052810453	-69.64260101	3.905
ACH-000102	1026	GMS10_CENTRAL_NERVOUS_SYSTEM	GMS-10	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-8.9,-2.1,-5.4,-4.9,-52,-70,-78,-77"	".15,5.39,9.36,12.6,11.3,.18,1.10,1.13"	Sigmoid	0.208066851	0.245301753	-75.31314087	2.983
ACH-000073	1026	GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GRANTA-519	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-47,-6.4,-15,-1.8,-50,-45,-76,-74"	"0,19.5,19.0,5.38,2.90,.61,.96,2.47"	Linear	NA	0.010983705	-75.22703552	3.152
ACH-000389	1026	H4_CENTRAL_NERVOUS_SYSTEM	H4	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-9.2,-7.5,3.25,-19,-76,-93,-94,-94"	"3.15,13.1,1.00,4.47,10.1,.20,.10,.84"	Sigmoid	0.144919693	0.150771588	-94.23287964	3.927
ACH-000843	1026	HARA_LUNG	HARA	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-18,-7.2,-6.0,-8.9,-61,-73,-83,-80"	"14.5,.43,8.79,4.14,1.75,3.61,.58,1.59"	Sigmoid	0.192938626	0.212432846	-79.24515533	3.371
ACH-002373	1026	HCC1187_BREAST	HCC1187	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-24,-2.7,6.47,26.0,16.6,-7.9,-59,-55"	"2.55,1.56,10.7,7.94,5.68,26.6,3.54,3.94"	Sigmoid	1.017667413	1.531470418	-57.36456299	1.486
ACH-002382	1026	HCC1395_BREAST	HCC1395	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-3.6,-15,-35,-39,-26,-38,-43,-49"	"2.20,6.99,8.02,2.28,22.3,2.87,4.10,2.78"	Sigmoid	0.010956545	8	-42.42713165	2.486
ACH-000878	1026	HCC15_LUNG	HCC-15	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-3.8,.87,-18,-70,-68,-64,-69,-68"	"4.02,14.3,14.7,5.62,3.15,2.52,1.37,1.47"	Sigmoid	0.03170532	0.038541321	-67.80645752	3.608
ACH-000930	1026	HCC1569_BREAST	HCC1569	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-3.1,-.092,-5.9,-21,-58,-71,-77,-79"	"13.1,16.5,3.43,3.41,6.18,.41,4.00,4.80"	Sigmoid	0.144838095	0.201155081	-77.08747101	3.15092
ACH-000624	1026	HCC1806_BREAST	HCC1806	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-.97,7.30,2.79,-62,-86,-88,-92,-90"	"15.8,4.84,4.13,.30,1.21,.18,2.02,2.13"	Sigmoid	0.059570543	0.06748455	-89.12297058	4.1897
ACH-002384	1026	HCC1954_BREAST	HCC1954	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-32,-6.1,-34,-69,-84,-81,-84,-84"	"12.0,34.9,11.2,1.09,.36,3.76,.70,2.70"	Sigmoid	0.053708408	0.048323501	-83.62531281	4.741
ACH-000150	1026	HCC2935_LUNG	HCC2935	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-17,-40,-46,-76,-80,-80,-77,-82"	"2.53,11.7,14.8,1.14,1.42,6.42,2.33,2.38"	Sigmoid	0.015474424	0.018270468	-80.63720703	4.98
ACH-000066	1026	HCC4006_LUNG	HCC4006	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-9.7,-10,-25,-61,-56,-53,-61,-72"	"3.99,7.27,.58,8.42,11.9,10.7,.76,2.15"	Sigmoid	0.032509625	0.044439085	-62.73595047	3.477
ACH-000667	1026	HCC44_LUNG	HCC-44	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-11,-.21,-11,-61,-88,-91,-91,-91"	"9.02,4.53,1.40,7.30,1.62,.23,.48,.60"	Sigmoid	0.062767997	0.065585621	-90.60346985	4.4421
ACH-000668	1026	HCC70_BREAST	HCC70	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-6.2,4.55,-32,-36,-64,-71,-69,-80"	"15.2,16.0,18.9,16.7,2.89,1.40,1.12,4.25"	Sigmoid	7.088535118	0.065257996	-79.20053101	3.582
ACH-000562	1026	HCC78_LUNG	HCC-78	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-5.5,8.83,.43,4.97,-35,-45,-59,-61"	"13.1,3.97,10.8,30.3,6.46,12.3,11.3,6.57"	Sigmoid	0.187795743	0.80337292	-59.97629166	2.055
ACH-000012	1026	HCC827_LUNG	HCC827	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"11.8,6.02,9.40,-5.9,-58,-77,-82,-86"	"16.8,10.00,7.53,28.1,7.66,4.04,1.73,2.77"	Sigmoid	0.12517111	0.18870239	-84.04538727	3.089
ACH-000971	1026	HCT116_LARGE_INTESTINE	HCT 116	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"1.53,-3.3,-2.2,-4.1,-61,-80,-85,-87"	"7.04,.84,2.02,11.2,1.87,2.04,2.86,1.99"	Sigmoid	0.178582862	0.202989653	-85.09122467	3.226
ACH-000997	1026	HCT15_LARGE_INTESTINE	HCT-15	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-6.8,13.1,-9.2,-.88,-25,-64,-80,-79"	"7.37,2.72,.90,2.13,18.5,5.40,.84,.58"	Sigmoid	0.515514553	0.592416525	-79.65554047	2.6488
ACH-000190	1026	HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HD-MY-Z	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-24,-12,-1.6,-13,-80,-84,-85,-86"	"5.86,9.27,4.28,5.93,.81,1.05,2.21,.34"	Sigmoid	0.147855014	0.1518711	-85.22717285	3.856
ACH-000643	1026	HDQP1_BREAST	HDQ-P1	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-17,3.24,-.24,-30,-69,-73,-74,-69"	"5.37,13.5,53.2,29.8,3.56,12.5,13.8,17.1"	Sigmoid	0.098501183	0.122433454	-72.57951355	3.3224
ACH-000972	1026	HEC151_ENDOMETRIUM	HEC-151	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-14,-32,1.18,-18,-66,-80,-89,-90"	"6.64,10.0,2.64,8.89,3.04,1.43,3.25,.69"	Sigmoid	0.173502579	0.182358727	-86.98732758	3.89
ACH-000954	1026	HEC1A_ENDOMETRIUM	HEC-1-A	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-31,-5.1,3.49,-18,-65,-56,-77,-71"	"7.97,3.05,6.54,.42,13.2,12.6,6.73,6.06"	Sigmoid	0.1191165	0.155032128	-70.55566406	3.231
ACH-000941	1026	HEC1B_ENDOMETRIUM	HEC-1-B	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-1.2,11.0,28.5,-60,-64,-57,-58,-63"	"40.7,9.24,19.5,6.31,4.65,13.8,7.70,.56"	Sigmoid	0.042914387	0.061065979	-61.75510788	3.032
ACH-000946	1026	HEC265_ENDOMETRIUM	HEC-265	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-2.7,1.39,-2.6,-92,-94,-93,-93,-93"	"7.28,15.0,8.65,.24,.83,.22,1.99,.16"	Sigmoid	0.043697171	0.044854023	-93.87295532	4.703
ACH-000994	1026	HEC59_ENDOMETRIUM	HEC-59	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-11,-3.2,-10,-18,-53,-83,-90,-94"	"9.72,11.6,9.54,6.27,6.32,2.77,.94,.083"	Sigmoid	0.238041714	0.236760587	-92.9746933	3.622
ACH-000984	1026	HEC6_ENDOMETRIUM	HEC-6	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"5.23,-4.6,16.7,7.37,-29,-56,-59,-68"	"33.1,11.7,21.4,45.0,8.37,15.0,10.4,6.08"	Sigmoid	0.262559563	0.561491907	-64.44797516	2.166
ACH-000005	1026	HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL 92.1.7	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-21,-16,-7.0,-8.2,-1.6,-2.0,-81,-82"	"4.14,4.33,.96,3.14,6.71,3.88,1.97,2.05"	Sigmoid	1.560896754	1.616860271	-84.81639099	2.188
ACH-000625	1026	HEP3B217_LIVER	Hep 3B2.1-7	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-29,3.06,-13,-2.4,-64,-85,-90,-88"	"24.6,7.64,10.8,10.6,.13,.29,1.14,1.81"	Sigmoid	0.201482788	0.209670588	-87.65670013	3.714
ACH-000739	1026	HEPG2_LIVER	Hep G2	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-15,-41,-50,-86,-95,-95,-96,-95"	"34.8,25.7,12.7,4.24,1.25,1.07,1.60,1.24"	Sigmoid	0.026127659	0.022530433	-95.54827118	5.73
ACH-000542	1026	HEYA8_OVARY	Hey-A8	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-21,-14,-15,-47,-78,-80,-77,-78"	"4.56,4.08,3.09,.74,1.24,2.39,.22,.20"	Sigmoid	0.080627881	0.08386872	-78.0650177	4.1
ACH-000847	1026	HGC27_STOMACH	HGC-27	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-18,-9.5,-14,-15,-65,-81,-83,-84"	"2.87,.46,3.49,.020,1.34,1.33,.41,1.85"	Sigmoid	0.193859294	0.199818447	-82.8037796	3.695
ACH-000061	1026	HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HH	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"5.96,9.99,-18,23.1,-36,-52,-61,-71"	"16.0,10.7,8.96,11.7,11.2,4.77,6.43,3.57"	Sigmoid	0.230489343	0.316189826	-61.75072861	2.38
ACH-001089	1026	HLE_LIVER	HLE	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-10,-7.3,-3.4,-2.7,-15,-60,-74,-81"	"5.97,7.03,5.32,4.01,5.73,1.22,2.87,1.84"	Sigmoid	0.530987263	0.63138473	-78.18244934	2.534
ACH-000393	1026	HLF_LIVER	HLF	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-9.3,-5.8,-4.9,-13,-54,-81,-82,-86"	"10.8,15.7,11.4,5.85,19.5,.15,1.83,1.43"	Sigmoid	0.212694153	0.233836412	-83.93231201	3.36
ACH-000721	1026	HMC18_BREAST	HMC-1-8	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-12,-10,-7.9,-46,-76,-85,-86,-87"	"5.70,3.35,2.89,8.09,.66,.13,2.51,.74"	Sigmoid	0.09855096	0.105055355	-86.08422089	4.099
ACH-000931	1026	HMCB_SKIN	HMCB	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-14,-6.6,-38,-68,-79,-78,-79,-78"	"2.06,3.98,7.13,8.85,1.97,.19,.83,.79"	Sigmoid	0.031231295	0.034340765	-78.47813416	4.406
ACH-000613	1026	HOS_BONE	HOS	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	".10,4.99,9.79,-28,-70,-80,-85,-88"	"12.3,8.38,11.3,4.63,3.87,3.50,.89,4.45"	Sigmoid	0.106993526	0.136840746	-84.88843536	3.51
ACH-000270	1026	HPAC_PANCREAS	HPAC	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-24,-16,-19,-41,-80,-76,-80,-72"	"14.7,.10,24.0,13.6,3.10,5.66,2.83,2.64"	Sigmoid	0.087546386	0.090494916	-77.36972809	4.08
ACH-000094	1026	HPAFII_PANCREAS	HPAF-II	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-25,-32,-33,-52,-51,-58,-71,-56"	"28.3,5.67,9.65,14.6,4.03,15.2,6.32,1.44"	Sigmoid	0.108629867	0.151630998	-61.59915543	3.78
ACH-000131	1026	HS229T_LUNG	Hs 229.T	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-1.7,3.46,-16,-39,-63,-79,-88,-93"	"7.79,3.45,13.8,2.74,5.92,4.23,5.27,7.92"	Sigmoid	0.104346335	0.13832441	-91.52374268	3.797
ACH-000014	1026	HS294T_SKIN	Hs 294T	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"6.29,-6.6,3.70,-28,-56,-73,-81,-83"	"8.71,4.16,5.64,13.9,6.59,1.40,1.74,.74"	Sigmoid	0.172179401	0.229678199	-81.49351501	3.276
ACH-000148	1026	HS578T_BREAST	Hs 578T	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-15,-16,-11,-66,-74,-77,-79,-78"	".79,9.40,9.76,2.78,4.12,3.74,1.54,5.93"	Sigmoid	0.059520297	0.062882334	-76.93476868	4.16
ACH-000067	1026	HS683_CENTRAL_NERVOUS_SYSTEM	Hs 683	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-18,-6.9,-14,-41,-69,-88,-92,-92"	"8.72,6.44,2.82,16.6,3.66,1.69,.44,1.99"	Sigmoid	0.153227687	0.143921196	-92.18196869	4.209
ACH-000799	1026	HS695T_SKIN	Hs 695T	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-1.5,3.84,-22,-29,-77,-85,-77,-74"	"2.09,4.52,32.8,14.2,3.50,5.12,.27,9.80"	Sigmoid	0.081423536	0.095518604	-79.01912689	3.655
ACH-000133	1026	HS729_SOFT_TISSUE	Hs 729	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-2.1,2.05,-24,-52,-58,-57,-56,-64"	"6.61,11.9,5.80,.024,8.67,5.88,.83,1.43"	Sigmoid	0.030450042	0.066169545	-58.81827927	3.131
ACH-000413	1026	HS739T_BREAST	Hs 739.T	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"2.99,17.4,.96,2.28,-21,-59,-66,-73"	"8.72,10.3,1.84,.32,6.81,.47,.80,6.45"	Sigmoid	0.346120328	0.560182333	-70.04811859	2.19
ACH-000616	1026	HS746T_STOMACH	Hs 746T	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-4.1,4.92,-14,-32,-62,-69,-77,-73"	"7.50,3.67,14.0,8.41,4.20,.63,4.29,1.59"	Sigmoid	0.089458182	0.146164864	-73.38089752	3.311
ACH-000178	1026	HS766T_PANCREAS	Hs 766T	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-22,-13,-.98,-33,-52,-73,-74,-71"	".31,2.52,2.10,6.09,2.85,1.04,1.46,4.43"	Sigmoid	0.171976149	0.208693713	-73.87713623	3.3898
ACH-000284	1026	HS840T_UPPER_AERODIGESTIVE_TRACT	Hs 840.T	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-8.1,-14,-37,-67,-75,-86,-85,-90"	"12.1,16.8,2.02,4.05,1.97,3.28,3.59,1.41"	Sigmoid	0.03444124	0.042208713	-87.47628021	4.621
ACH-000274	1026	HS852T_SKIN	Hs 852.T	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-18,-15,-34,-70,-87,-90,-90,-89"	"2.67,6.35,4.05,4.58,1.86,.80,.65,1.20"	Sigmoid	0.046268828	0.043077972	-89.8218689	4.93
ACH-000043	1026	HS895T_SKIN	Hs 895.T	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-2.6,-18,-.82,-18,-26,-54,-72,-73"	"2.10,5.84,.78,18.1,2.43,9.31,7.12,.83"	Sigmoid	0.383565903	0.568269014	-73.62493134	2.6442
ACH-000801	1026	HS936T_SKIN	Hs 936.T	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-26,-25,-13,-62,-66,-70,-65,-74"	"17.2,3.92,8.73,1.88,1.71,1.49,.63,.56"	Sigmoid	0.056238528	0.061651316	-68.81011963	4.01
ACH-000814	1026	HS939T_SKIN	Hs 939.T	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-13,-23,-39,-72,-82,-89,-85,-88"	"6.25,4.00,19.7,4.24,1.74,2.75,.063,1.83"	Sigmoid	0.028618159	0.030074231	-87.1053772	4.91
ACH-000632	1026	HS944T_SKIN	Hs 944.T	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-15,-3.3,-4.5,-29,-70,-75,-78,-77"	"1.17,2.39,8.29,2.60,5.01,2.62,.24,2.35"	Sigmoid	0.106417872	0.128760532	-76.64881134	3.518
ACH-000472	1026	HSC2_UPPER_AERODIGESTIVE_TRACT	HSC-2	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-15,-12,-13,-13,-30,-66,-89,-92"	".93,1.87,1.28,4.70,1.25,1.42,1.91,.66"	Sigmoid	0.542286038	0.499589235	-92.59281158	3.3
ACH-000914	1026	HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HT	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-15,-6.7,-8.8,-23,-59,-75,-79,-85"	"12.6,19.6,14.6,9.45,6.73,11.1,.77,2.87"	Sigmoid	0.179806605	0.200726017	-81.64007568	3.515
ACH-000054	1026	HT1080_SOFT_TISSUE	HT-1080	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-17,-9.2,-28,-40,-68,-79,-86,-87"	"7.81,.35,4.12,3.12,1.26,1.94,.35,2.57"	Sigmoid	0.103699848	0.113508768	-87.12612915	4.142
ACH-000547	1026	HT1197_URINARY_TRACT	HT-1197	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-16,-2.8,.37,-5.4,-36,-37,-50,-59"	"41.3,6.20,7.99,13.0,.91,6.15,17.7,5.26"	Sigmoid	0.245931655	1.937179565	-57.47852325	2.062
ACH-000724	1026	HT1376_URINARY_TRACT	HT-1376	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"2.11,-6.8,-37,-42,-47,-46,-62,-62"	"2.35,18.6,2.92,3.63,2.95,11.6,11.1,3.65"	Sigmoid	6.818677994	0.365140706	-61.33599472	3.028
ACH-000322	1026	HT144_SKIN	HT-144	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-8.3,-11,-16,-50,-83,-85,-88,-85"	"5.84,5.70,.55,.91,2.72,.71,.63,1.92"	Sigmoid	0.076719917	0.07971938	-86.31567383	4.263
ACH-000552	1026	HT29_LARGE_INTESTINE	HT-29	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-18,-21,-72,-83,-88,-88,-90,-86"	"4.49,5.95,1.13,1.41,1.17,2.65,.96,2.86"	Sigmoid	0.017338548	0.016734079	-87.06790161	5.46
ACH-000976	1026	HUCCT1_BILIARY_TRACT	HuCCT1	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-8.4,-9.9,-4.9,-40,-67,-73,-70,-73"	"6.38,6.89,3.28,4.56,8.47,8.35,.37,1.44"	Sigmoid	0.079780571	0.091983378	-70.87214661	3.462
ACH-000475	1026	HUH1_LIVER	huH-1	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-24,-46,-42,-70,-75,-70,-74,-82"	"14.6,27.4,11.3,8.74,8.25,2.72,5.93,5.92"	Sigmoid	0.033712391	0.033526562	-75.34752655	4.83
ACH-000118	1026	HUPT3_PANCREAS	HUP-T3	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-9.1,-7.3,4.96,-4.6,-42,-71,-73,-73"	"9.46,14.4,.66,4.12,5.75,7.44,2.87,5.64"	Sigmoid	0.229888469	0.300195903	-73.04895782	2.8
ACH-000213	1026	HUPT4_PANCREAS	HUP-T4	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"1.41,-39,-70,-83,-74,-83,-76,-83"	"5.39,13.1,14.4,1.75,3.40,1.16,6.75,.72"	Sigmoid	0.006938977	0.010569213	-80.36252594	5.08
ACH-000509	1026	HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HuT 78	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"6.71,11.1,-14,9.08,-51,-90,-94,-94"	"7.72,29.3,24.7,15.9,11.5,3.05,1.73,.52"	Sigmoid	0.241394043	0.250834763	-92.98352051	3.43
ACH-000672	1026	IALM_LUNG	IA-LM	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"3.62,-1.3,12.4,11.7,-3.4,-29,-29,-51"	"19.8,6.39,.86,20.6,2.22,9.93,6.89,11.5"	Sigmoid	0.936279118	8	-46.68705368	1.137
ACH-000650	1026	IGR37_SKIN	IGR-37	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-16,-8.6,-37,-44,-51,-37,-49,-42"	"2.00,13.8,12.2,1.05,7.26,.84,1.55,3.45"	Sigmoid	0.020577401	8	-44.33883667	2.846
ACH-000550	1026	IGR39_SKIN	IGR-39	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-26,-5.1,-49,-37,-50,-43,-42,-46"	"5.63,5.43,2.59,6.11,.034,5.65,4.09,1.01"	Sigmoid	0.014463118	8	-44.94340134	2.981
ACH-000966	1026	IGROV1_OVARY	IGROV1	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-13,-5.6,-9.5,-6.5,-42,-63,-77,-81"	"4.32,6.70,1.45,.020,14.3,1.83,2.91,1.79"	Sigmoid	0.409140021	0.491089851	-79.79278564	2.976
ACH-000919	1026	IM95_STOMACH	IM95	17-AAG	HSP90	".0025,.0080,.025,.080,.25,.80,2.53,8"	"-6.2,-5.6,3.70,-84,-92,-92,-95,-92"	"62.1,22.2,39.0,5.78,4.49,1.18,1.52,2.03"	Sigmoid	0.031020297	0.03782573	-92.89812469	4.668
